,tc_code,domain,kingdom_phylum,des_short,des_long,dir,tcat,cot,rev,chebi,bigg,rid,rstrings
40,1.A.1.25.1,Bacteria,Pseudomonadota,"The 6TMS bacterial cyclic nucleotide-regulated, voltage independent channel, MlotiK1 or MloK1 (Clayton et al., 2008)","The 6TMS bacterial cyclic nucleotide-regulated, voltage independent channel, MlotiK1 or MloK1 (Clayton et al., 2008). Gating involves large rearrangements of the cyclic nucleotide-binding domains (Mari et al., 2011).  The electron crystalographic structure is available (PDB 4CHW) revealing ligand-induced structural changes (Schünke et al. 2011; Scherer et al. 2014; Kowal et al. 2014). Such changes may be lipid dependent (McCoy et al. 2014). High-speed atomic force microscopy has been used to measure millisecond to microsecond dynamics (Scherer et al. 2014; Kowal et al. 2014). Such changes may be lipid dependent (McCoy et al. 2014). High-speed atomic force microscopy has been used to measure millisecond to microsecond dynamics (Heath and Scheuring 2019).",{'uptake'},,,,{},{},R_1_A_1_25_1,{}
41,1.A.1.27.1,Bacteria,Actinomycetota,Putative 4 TMS ion channel protein,Putative 4 TMS ion channel protein.  TMSs 1-2 may not be homologous to TMSs 3-4 which probably form the channel.,{'uptake'},,,,{'24870': 'ion'},{'24870': set()},R_1_A_1_27_1,{'24870': set()}
42,1.A.1.27.2,Bacteria,Actinomycetota,Putative 4 TMS potassium ion channel protein,Putative 4 TMS potassium ion channel protein.  TMSs 1-2 may not be homologous to TMSs 3-4 which probably form the channel.,{'uptake'},,,,{'24870': 'ion'},{'24870': set()},R_1_A_1_27_2,{'24870': set()}
43,1.A.1.27.3,Bacteria,Pseudomonadota,Uncharacterized protein of 114 aas,Uncharacterized protein of 114 aas,{'uptake'},,,,{},{},R_1_A_1_27_3,{}
44,1.A.1.27.4,Bacteria,Pseudomonadota,Uncharacterized protein of 148 aas and 3 or 4 TMSs,Uncharacterized protein of 148 aas and 3 or 4 TMSs,{'uptake'},,,,{},{},R_1_A_1_27_4,{}
45,1.A.1.28.1,Bacteria,Pseudomonadota,Putative K+ channel,Putative K+ channel,{'uptake'},,,,{'8345': 'potassium(1+)'},{'8345': {'k'}},R_1_A_1_28_1,{'8345': set()}
46,1.A.1.28.2,Bacteria,Pseudomonadota,Putative K+ channel,Putative K+ channel,{'uptake'},,,,{'8345': 'potassium(1+)'},{'8345': {'k'}},R_1_A_1_28_2,{'8345': set()}
47,1.A.1.28.3,Bacteria,Cyanobacteriota,"Thylakoid membrane 6 TMS voltage-sensitive K+ channel, SnyK; important for photosynthesis (Checchetto et al","Thylakoid membrane 6 TMS voltage-sensitive K+ channel, SnyK; important for photosynthesis (Checchetto et al. 2012).",{'uptake'},,,,{'8345': 'potassium(1+)'},{'8345': {'k'}},R_1_A_1_28_3,{'8345': set()}
48,1.A.1.28.4,Bacteria,Pseudomonadota,Putative voltage-dependent K+ channel,Putative voltage-dependent K+ channel,{'uptake'},,,,{'8345': 'potassium(1+)'},{'8345': {'k'}},R_1_A_1_28_4,{'8345': set()}
49,1.A.1.28.5,Bacteria,Pseudomonadota,Putative voltage-dependent K+ channel,Putative voltage-dependent K+ channel,{'uptake'},,,,{'8345': 'potassium(1+)'},{'8345': {'k'}},R_1_A_1_28_5,{'8345': set()}
50,1.A.1.28.6,Bacteria,Pseudomonadota,Putative voltage-dependent K+ channel,Putative voltage-dependent K+ channel,{'uptake'},,,,{'8345': 'potassium(1+)'},{'8345': {'k'}},R_1_A_1_28_6,{'8345': set()}
51,1.A.1.28.8,Bacteria,Planctomycetota,Two pore domain potassium channel family protein of 246 aas and 6 TMSs.,Two pore domain potassium channel family protein of 246 aas and 6 TMSs.,{'uptake'},,,,{'8345': 'potassium(1+)'},{'8345': {'k'}},R_1_A_1_28_8,{'8345': set()}
52,1.A.1.29.1,Bacteria,Bacillota,"The 2 - 4 TMS K+ channel, LctB (Wolters et al","The 2 - 4 TMS K+ channel, LctB (Wolters et al. 1999).",{'uptake'},,,,{'8345': 'potassium(1+)'},{'8345': {'k'}},R_1_A_1_29_1,{'8345': set()}
53,1.A.1.29.3,Bacteria,Pseudomonadota,Uncharacterized protein of 326 aas and 2 TMSs,Uncharacterized protein of 326 aas and 2 TMSs,{'uptake'},,,,{},{},R_1_A_1_29_3,{}
54,1.A.1.29.6,Bacteria,Candidatus Peregrinibacteria,Putative cation transporting channel-2 of 288 aas with 2 N-terminal TMSs (Hug et al,Putative cation transporting channel-2 of 288 aas with 2 N-terminal TMSs (Hug et al. 2016).,{'uptake'},,,,{'3473': 'cation'},{'3473': set()},R_1_A_1_29_6,{'3473': set()}
55,1.A.2.2.1,Bacteria,Pseudomonadota,"Prokaryotic K+-selective Kir channel KirBac1.1 (selectivity: K+ = Rb+ = Cs+ >> Li+, Na+ or NMGM) (Enkvetchakul et al., 2004), inward rectifying (Cheng et al., 2009)","Prokaryotic K+-selective Kir channel KirBac1.1 (selectivity: K+ = Rb+ = Cs+ >> Li+, Na+ or NMGM) (Enkvetchakul et al., 2004), inward rectifying (Cheng et al., 2009). Closure of the Kir1.1 pH gate results from steric occlusion of the permeation path by the convergence of four leucines (or phenylalanines) at the cytoplasmic apex of the inner transmembrane helices. In the open state, K+ crosses the pH gate together with its hydration shell (Sackin et al. 2005). An inhibitory cholesterol binding site has been identified (Fürst et al. 2014). Conformational changes associated with an open activation gate have been identified, and these suggest an allosteric pathway that ties the selectivity filter to the activation gate through interactions between both transmembrane helices, the turret, the selectivity filter loop, and the pore helix. Specific residues involved in this conformational exchange that are highly conserved among human Kir channels have also been identified (Amani et al. 2020). Anionic lipids, especially cardiolipin,  initiate a concerted rotation of the cytoplasmic domain subunits. This action buries ionic side chains away from the bulk water, while allowing water greater access to the K+ conduction pathway (Borcik et al. 2020). Kv1.5 channels are regulated by PKC-mediated endocytic degradation (Du et al. 2021). Pore-forming TMSs control ion selectivity and the selectivity filter conformation in the KirBac1.1 channel (Matamoros and Nichols 2021). Key functional residues involved in gating and lipid allostery of K+ Kir channels have been identified (Yekefallah et al. 2022).",{'uptake'},,,,"{'30143': 'lithium(1+)', '9175': 'sodium(1+)', '8345': 'potassium(1+)', '49847': 'rubidium(1+)', '33126': 'caesium(1+)'}","{'30143': set(), '9175': {'na1'}, '8345': {'k'}, '49847': set(), '33126': set()}",R_1_A_2_2_1,"{'30143': set(), '9175': set(), '8345': set(), '49847': set(), '33126': set()}"
56,1.A.2.2.2,Bacteria,Pseudomonadota,"The KirBac3.1 K+ channel (a dimer of dimers with gating visualized by atomic force microscopy (Jaroslawski et al., 2007) (regulated by binding lipids, G-proteins, nucleotides, and ions (H+, Ca2+, and Mg2+))","The KirBac3.1 K+ channel (a dimer of dimers with gating visualized by atomic force microscopy (Jaroslawski et al., 2007) (regulated by binding lipids, G-proteins, nucleotides, and ions (H+, Ca2+, and Mg2+)). The 3-D structure is available (1XL6_A).  The inhibitory cholesterol binding site has been identified (Fürst et al. 2014). The constricted opening in this, and presumably other, Kir channels does not impede potassium conduction (Black et al. 2020). The structural and dynamic properties of a KirBac3.1 mutant revealed the function of a highly conserved tryptophan in the transmembrane domain (Fagnen et al. 2021).",{'uptake'},,,,{'8345': 'potassium(1+)'},{'8345': {'k'}},R_1_A_2_2_2,{'8345': set()}
57,1.A.2.2.3,Bacteria,Pseudomonadota,ATP-sensitive inward rectifying Kir K  channel (Choi et al,ATP-sensitive inward rectifying Kir K  channel (Choi et al. 2010).,{'uptake'},,,,{'8345': 'potassium(1+)'},{'8345': {'k'}},R_1_A_2_2_3,{'8345': set()}
58,1.A.2.2.4,Bacteria,Cyanobacteriota,Putative K+ channel,Putative K+ channel,{'uptake'},,,,{'8345': 'potassium(1+)'},{'8345': {'k'}},R_1_A_2_2_4,{'8345': set()}
59,1.A.2.2.5,Bacteria,Pseudomonadota,Inward rectifier potassium channel,Inward rectifier potassium channel,{'uptake'},,,,{'8345': 'potassium(1+)'},{'8345': {'k'}},R_1_A_2_2_5,{'8345': set()}
60,1.A.3.1.7,,"Metazoa, Arthropoda","Aphid ryanodine receptor RyR) of 5105 aas and 6 TMSs, a target of insecticides","Aphid ryanodine receptor RyR) of 5105 aas and 6 TMSs, a target of insecticides.  The sequence of the Acyrthosiphon pisum (Pea aphid) is provided below, but the Toxoptera citricida (98% identiy; Brown citrus aphid; Aphis citricidus) RyR was studied (Wang et al. 2015).",{'uptake'},,,,{'3308': 'calcium(2+)'},{'3308': {'ca2'}},R_1_A_3_1_7,{'3308': set()}
61,1.A.3.2.17,,"Viridiplantae, Chlorophyta","IP3R of 3140 aas, RyR1 (Wheeler and Brownlee 2008).","IP3R of 3140 aas, RyR1 (Wheeler and Brownlee 2008).",{'uptake'},,,,{'3308': 'calcium(2+)'},{'3308': {'ca2'}},R_1_A_3_2_17,{'3308': set()}
62,1.A.6.1.11,,"Metazoa, Chordata","(Bile) acid-sensitive ion channel, BASIC (ASIC, ACCN5, HINAC), of 505 aas","(Bile) acid-sensitive ion channel, BASIC (ASIC, ACCN5, HINAC), of 505 aas. Cation channel that gives rise to very low 
constitutive currents in the absence of activation. The activated 
channel exhibits selectivity for sodium, and is inhibited by amiloride (Schaefer et al. 2000).  A cytoplasmic amphipathic α-helix controls activity (Schmidt et al. 2016). This system may be present in mitochondria ().",{'uptake'},,,,"{'24870': 'ion', '9175': 'sodium(1+)'}","{'24870': set(), '9175': {'na1'}}",R_1_A_6_1_11,"{'24870': set(), '9175': set()}"
63,1.A.8.1.1,Bacteria,Pseudomonadota,"Glycerol facilitator, GlpF","Glycerol facilitator, GlpF. Transports various polyols with decreasing rates as size increases (Heller et al. 1980); also transports arsenite (As(III) and antimonite (Sb(III)) (Meng et al., 2004). Oligomerization may play a role in determining the rates of transport (Klein et al. 2019). AQP water permeability through GlpF can be regulated by lipid bilayer asymmetry and the transmembrane potential. The conserved Arg in the selectivity filter and positions and dynamics of multiple other pore lining residues modulate water passage through GlpF (Pluhackova et al. 2022).",{'uptake'},,,,"{'2846': 'arsenite(3-)', '26191': 'polyol', '5448': 'glycerol'}","{'2846': {'arsn'}, '26191': set(), '5448': {'glyc'}}",R_1_A_8_1_1,"{'2846': set(), '26191': set(), '5448': set()}"
64,1.A.8.2.1,Bacteria,Bacillota,Glycerol facilitator,Glycerol facilitator,{'uptake'},,,,{'5448': 'glycerol'},{'5448': {'glyc'}},R_1_A_8_2_1,{'5448': set()}
65,1.A.8.2.2,Bacteria,Bacillota,"Mixed function glycerol facilitator/aquaporin, GlpF (Froger et al","Mixed function glycerol facilitator/aquaporin, GlpF (Froger et al. 2001).",{'uptake'},,,,"{'5585': 'water', '5448': 'glycerol'}","{'5585': {'h2o'}, '5448': {'glyc'}}",R_1_A_8_2_2,"{'5585': set(), '5448': set()}"
66,1.A.8.2.3,Bacteria,Mycoplasmatota,Probable glycerol uptake facilitator protein,Probable glycerol uptake facilitator protein,{'uptake'},,,,{'5448': 'glycerol'},{'5448': {'glyc'}},R_1_A_8_2_3,{'5448': set()}
67,1.A.8.2.4,Bacteria,Bacillota,"GlpF1; transports water, dihydroxyacetone and glycerol as well as D,L-lactic acid (Bienert et al","GlpF1; transports water, dihydroxyacetone and glycerol as well as D,L-lactic acid (Bienert et al. 2013).",{'uptake'},,,,"{'5585': 'water', '6351': 'rac-lactic acid', '5453': 'dihydroxyacetone', '5448': 'glycerol'}","{'5585': {'h2o'}, '6351': set(), '5453': {'dha'}, '5448': {'glyc'}}",R_1_A_8_2_4,"{'5585': set(), '6351': set(), '5453': set(), '5448': set()}"
68,1.A.8.2.5,Bacteria,Bacillota,GlpF2,"GlpF2.  Transporter of water, dihydroxyacetone and glycerol (Bienert et al. 2013).",{'uptake'},,,,"{'5585': 'water', '5453': 'dihydroxyacetone', '5448': 'glycerol'}","{'5585': {'h2o'}, '5453': {'dha'}, '5448': {'glyc'}}",R_1_A_8_2_5,"{'5585': set(), '5453': set(), '5448': set()}"
69,1.A.8.2.6,Bacteria,Bacillota,GlpF3,"GlpF3.  Transports water, dihydroxyacetone and glycerol (Bienert et al. 2013).",{'uptake'},,,,"{'5585': 'water', '5453': 'dihydroxyacetone', '5448': 'glycerol'}","{'5585': {'h2o'}, '5453': {'dha'}, '5448': {'glyc'}}",R_1_A_8_2_6,"{'5585': set(), '5453': set(), '5448': set()}"
70,1.A.8.2.7,Bacteria,Bacillota,GlpF4,"GlpF4.  Transports water, dihydroxyacetone and glycerol as well as D,L-lactic acid (Bienert et al. 2013).",{'uptake'},,,,"{'5585': 'water', '5453': 'dihydroxyacetone', '5448': 'glycerol'}","{'5585': {'h2o'}, '5453': {'dha'}, '5448': {'glyc'}}",R_1_A_8_2_7,"{'5585': set(), '5453': set(), '5448': set()}"
71,1.A.8.2.8,Bacteria,Bacillota,"Putative aquaporin, GlpF6","Putative aquaporin, GlpF6.  Probably transports water, glycerol and dihydroxyacetone (Bienert et al. 2013).",{'uptake'},,,,"{'5585': 'water', '5453': 'dihydroxyacetone', '5448': 'glycerol'}","{'5585': {'h2o'}, '5453': {'dha'}, '5448': {'glyc'}}",R_1_A_8_2_8,"{'5585': set(), '5453': set(), '5448': set()}"
72,1.A.8.2.9,Bacteria,Bacteroidota,"Glycerol facilitator, GlpF, of 248 aas and 6 TMSs","Glycerol facilitator, GlpF, of 248 aas and 6 TMSs",{'uptake'},,,,{'5448': 'glycerol'},{'5448': {'glyc'}},R_1_A_8_2_9,{'5448': set()}
73,1.A.8.2.11,Bacteria,Bacillota,Lmo1539 of 272 aas and 7 possible TMSs,Lmo1539 of 272 aas and 7 possible TMSs. Lmo1539 is related to activation of the LiaR-mediated stress defense mechanism and is induced by treatment with nisin (TC# 1.C.20.1.1) (Pinilla et al. 2021).,{'uptake'},,,,{},{},R_1_A_8_2_11,{}
74,1.A.8.2.12,Bacteria,Bacillota,"Aquaglyceroporin, AagP, of 298 aas and 6 TMSs","Aquaglyceroporin, AagP, of 298 aas and 6 TMSs.  This protein transports water, glycerol and H2O2. It catalyzes H2O2 efflux during glycerol uptake and contributes to virulence in mice (Zhu et al. 2023).",{'uptake'},,,,"{'5586': 'hydrogen peroxide', '5585': 'water', '5448': 'glycerol'}","{'5586': {'h2o2'}, '5585': {'h2o'}, '5448': {'glyc'}}",R_1_A_8_2_12,"{'5586': set(), '5585': set(), '5448': set()}"
75,1.A.8.3.1,Bacteria,Pseudomonadota,"Aquaporin Z water channel (aqpZ gene expression is under sigma S control; induced at the onset of stationary phase) (Mallo and Ashby, 2006)","Aquaporin Z water channel (aqpZ gene expression is under sigma S control; induced at the onset of stationary phase) (Mallo and Ashby, 2006).  The high resolution 3-d structure is available (PDB 1RC2) revealing two re-entrant coil-helix domains from the selectivity filter (Savage et al. 2003).  Coupled mutations enabled glycerol transport (Ping et al. 2018).",{'uptake'},,,,{'5585': 'water'},{'5585': {'h2o'}},R_1_A_8_3_1,{'5585': set()}
76,1.A.8.8.20,Bacteria,Cyanobacteriota,Channel protein,Channel protein,{'uptake'},,,,{},{},R_1_A_8_8_20,{}
77,1.A.8.8.21,Bacteria,"Metazoa, Chordata","Aquaporin x5 of 273 aas and 6 TMSs, Aqp-x5","Aquaporin x5 of 273 aas and 6 TMSs, Aqp-x5. The sequence reveals a mercurial-sensitive cysteine and a putative phosphorylation motif site for protein kinase A at Ser-257 (Kubota et al. 2006). A swelling assay using Xenopus oocytes revealed that AQP-x5 facilitated water permeability. Expression of AQP-x5 mRNA was restricted to the skin, brain, lungs and testes. Immunofluorescence and immunoelectron microscopical studies using an anti-peptide antibody (ST-156) against the C-terminal region of the AQP-x5 protein revealed the presence of immunopositive cells in the skin, with the label predominately localized in the apical plasma membrane of the secretory cells of the small granular glands. These glands are unique both in being close to the epidermal layer of the skin and in containing mitochondria-rich cells with vacuolar H+-ATPase dispersed among its secretory cells. Results from immunohistochemical experiments on the mucous or seromucous glands of several other anurans verified this result (Kubota et al. 2006).",{'uptake'},,,,{'5585': 'water'},{'5585': {'h2o'}},R_1_A_8_8_21,{'5585': set()}
78,1.A.8.12.10,Bacteria,Pseudomonadota,"Arsenite export pore, AqpS (Yang et al., 2005)","Arsenite export pore, AqpS (Yang et al., 2005)",{'secretion'},,,,{'2846': 'arsenite(3-)'},{'2846': {'arsn'}},R_1_A_8_12_10,{'2846': set()}
79,1.A.8.13.3,Bacteria,Bacillota,"Putative aquaporin, GlpF5, of  216 aas; probably transports water, glycerol and dihydroxyacetone (Bienert et al","Putative aquaporin, GlpF5, of  216 aas; probably transports water, glycerol and dihydroxyacetone (Bienert et al. 2013).",{'uptake'},,,,"{'5585': 'water', '5453': 'dihydroxyacetone', '5448': 'glycerol'}","{'5585': {'h2o'}, '5453': {'dha'}, '5448': {'glyc'}}",R_1_A_8_13_3,"{'5585': set(), '5453': set(), '5448': set()}"
